count_location,ROAD_CLASS,TRAFFCTL,num_of_collisions,total_traffic,average_int_width,years,r
WILSON AVE AT BILLY BISHOP WAY & TRANSIT RD,Major Arterial,Traffic Signal,3,22437.666666666668,0.015,11,0.22200704395049398
SHEPPARD AVE E AT HWY 404 N & YORKLAND RD (PX 747),Major Arterial,Traffic Signal,5,36065.0,0.015,11,0.23020102822742272
MAXWELL ST AT SEARLE AVE,Local,No Control,2,797.0,0.015,11,4.166725261240653
COLLEGE ST AT MARKHAM ST,Major Arterial,Stop Sign,2,9102.0,0.015,11,0.3648516845977588
RANEE AVE AT VARNA DR (PX 2355),None,No Control,1,5500.0,0.015,11,0.3018981848371637
MARTIN GROVE RD AT RICHGROVE DR (PX 1873),Major Arterial,Traffic Signal,3,12108.0,0.015,11,0.41140733810812685
DAVISVILLE AVE AT MOUNT PLEASANT RD,Minor Arterial,No Control,4,15171.0,0.015,11,0.4377931623767452
BLOSSOMFIELD DR AT LAWRENCE AVE W,Collector,Stop Sign,2,15440.0,0.015,11,0.21508290370523317
FRONT ST E AT LOWER JARVIS ST & JARVIS ST,Major Arterial,No Control,3,16158.0,0.015,11,0.30828815755744526
DUNDAS ST E AT  MUTUAL ST,Major Arterial,No Control,2,10496.0,0.015,11,0.31639482023711896
COXWELL AVE AT EARL HAIG AVE,Minor Arterial,Pedestrian Crossover,2,6360.0,0.015,11,0.5221509486177359
COLLEGE ST AT UNIVERSITY AVE (PX 83),Major Arterial,Traffic Signal,6,25319.0,0.015,11,0.3934847387190016
KING ST W AT SUDBURY ST,Major Arterial,Traffic Signal,2,11412.0,0.015,11,0.2909989513852787
BAYVIEW AVE AT SUTHERLAND DR,Major Arterial,Stop Sign,2,14287.0,0.015,11,0.23244068266317636
BRAECREST AVE AT ROYAL YORK RD,Minor Arterial,No Control,1,9283.0,0.015,11,0.17886890192872998
BOTANY HILL RD AT ORTON PARK RD AND SLAN AVE,Minor Arterial,No Control,1,3604.0,0.015,11,0.4607214252509435
RENFORTH DR AT SILVER DART RD (PX 1641),Major Arterial,Traffic Signal,5,18504.0,0.015,11,0.44867056220395596
MARTIN GROVE RD AT STEELES AVE W,Major Arterial,No Control,8,19970.75,0.015,11,0.6651487867423708
AVENUE RD AND FELBRIGG AVE,Major Arterial,No Control,4,19608.0,0.015,11,0.3387270535708691
CHATHAM AVE AT HAZELWOOD AVE AND JONES AVE,Minor Arterial,Pedestrian Crossover,3,6001.0,0.015,11,0.8300816613586404
ALBION RD AT RIVERDALE DR & THISTLE DOWN BLVD (PX 1102),Major Arterial,Traffic Signal,3,14393.0,0.015,11,0.34609324323026475
MARTIN GROVE RD AT ROYALCREST RD,Minor Arterial,No Control,3,9633.0,0.015,11,0.5171099397709126
DIXON RD AT KIPLING AVE (PX 435),Major Arterial,Traffic Signal,7,21757.428571428572,0.015,11,0.5342120314481464
BRAMBLEBROOK AVE AT MCNICOLL AVE (PX 2230),Minor Arterial,No Control,2,13341.0,0.015,11,0.24892287183935244
DOURO ST AT STRACHAN AVE & WELLINGTON ST W,Minor Arterial,Stop Sign,4,12097.0,0.015,11,0.5490419167080764
CARLTON ST AT HOMEWOOD AVE,Minor Arterial,Stop Sign,4,8164.0,0.015,11,0.8135423893211171
SPADINA AVE AT SULLIVAN ST (PX 1335),Major Arterial,No Control,4,10514.0,0.015,11,0.6317063026838121
KENNEDY RD AT PERTHSHIRE ST,Major Arterial,No Control,3,15740.0,0.015,11,0.3164752255281576
COLLINGSBROOK BV AT CORINTHIAN S BLVD & PHARMACY AVE (PX 1520),Minor Arterial,Traffic Signal,2,7100.0,0.015,11,0.46772958214208454
DON MILLS RD AT FRESHMEADOW DR,Major Arterial,No Control,2,13519.0,0.015,11,0.2456453904289371
BRIMORTON DR AT MARKHAM RD (PX 703),Major Arterial,Traffic Signal,4,18477.0,0.015,11,0.35946095504776754
BIRMINGHAM ST AT KIPLING AVE (PX 767),Collector,No Control,4,9398.5,0.015,11,0.7066829883936374
DEERFOOT RD AT ISLINGTON AVE (PX 2446),Major Arterial,No Control,3,14738.0,0.015,11,0.3379915897552721
BLOOR ST W AT OSSINGTON AVE (PX 341),Major Arterial,No Control,9,15367.777777777777,0.015,11,0.9724216712092866
WARDEN AVE AT 260M N OF BERTRAND & MULTI USE TRAIL (PX 2147),Major Arterial,Traffic Signal,2,14912.0,0.015,11,0.22269850008106226
COXWELL AVE AT DUNDAS ST E,Minor Arterial,No Control,1,10409.0,0.015,11,0.1595196480549909
KEELE ST AT MAPLE LEAF DR (PX 594),Major Arterial,No Control,3,20078.0,0.015,11,0.24809841865789423
BATHURST ST AT RICHMOND ST W,Major Arterial,Traffic Signal,3,12964.0,0.015,11,0.3842425215838631
ELLESMERE RD AT MIDLAND AVE,Major Arterial,Traffic Signal,15,29632.466666666667,0.015,11,0.840517278876525
LAWRENCE AVE W AT W R ALLEN RD NORTHBOUND ON RAMP,Major Arterial,Traffic Signal,7,24195.285714285714,0.015,11,0.4803861485036378
BLOOR ST W AT SHAW ST (PX 323),Major Arterial,No Control,3,11987.0,0.015,11,0.41556019436165853
MARTIN GROVE RD AT RATHBURN RD (PX 879),Minor Arterial,Traffic Signal,6,10081.0,0.015,11,0.9882591111622261
FINCH AVE W AT SENLAC RD (PX 812),Major Arterial,No Control,2,17047.0,0.015,11,0.1948072994197689
INNISDALE DR AT PHARMCAY AVE (PX 2227),Minor Arterial,Traffic Signal,2,11802.0,0.015,11,0.28138281928561265
BRIDLETOWNE CIR E AT FINCH AVE E,Major Arterial,Traffic Signal,2,17966.0,0.015,11,0.18484248208887905
GLAMORGAN AVE AT KENNEDY RD & PROGRESS AVE (PX 692),Major Arterial,Traffic Signal,8,23886.5,0.015,11,0.5561099421361523
BIRCHMOUNT RD AT FINCH AVE E (PX 1138),Major Arterial,Traffic Signal,2,27767.0,0.015,11,0.11959808525259484
LAWRENCE AVE E AT ORTON PARK RD (PX 858),Major Arterial,Traffic Signal,6,13720.0,0.015,11,0.7261399489523616
VICTORIA PARK AVE AT YORK MILLS RD,Major Arterial,Traffic Signal,4,21588.0,0.015,11,0.3076598140827127
FINCH AVE E AT MARKHAM RD,Major Arterial,Traffic Signal,15,30418.0,0.015,11,0.8188112383807615
BERKELEY ST AT QUEEN ST E,Major Arterial,No Control,2,6294.0,0.015,11,0.5276263160484271
BAYVIEW AVE AT STEELES AVE E,Major Arterial,No Control,4,38063.5,0.015,11,0.17449157503691465
ISLINGTON AVE AT THE WESTWAY (PX 711),Major Arterial,Traffic Signal,4,20743.0,0.015,11,0.32019283933942055
CRAIGTON DR & JONESVILLE CR AT VICTORIA PARK AVE (PX 202),Major Arterial,No Control,4,18934.5,0.015,11,0.35077557191463205
EGLINTON AVE W AT MARTIN GROVE RD,Major Arterial,Traffic Signal,15,33744.0,0.015,11,0.7381045593013871
MILLWICK DR AT PLUNKETT RD (PX 1632),Minor Arterial,Traffic Signal,2,5621.0,0.015,11,0.590798796158833
ASHTONBEE ROAD AT HAKIMI AVE (PX 2069),Local,Stop Sign,5,7934.0,0.015,11,1.0464078753493824
ELLESMERE RD AT MILITARY TR W & ORTON PARK RD,Major Arterial,Traffic Signal,4,14792.0,0.015,11,0.44901028031487294
ARLINGTON AVE AT ST CLAIR AVE (PX 1024),Major Arterial,Traffic Signal,5,10063.0,0.015,11,0.8250223673876579
KING ST W AT TYNDALL AVE,Major Arterial,Stop Sign,2,5766.0,0.015,11,0.5759417331267431
HOMEWOOD AVE AT MAITLAND PL,Collector,Stop Sign,4,1997.0,0.015,11,3.325868836463496
REINER RD AT WILSON HEIGHTS BLVD (PX 1140),Minor Arterial,Traffic Signal,4,16284.0,0.015,11,0.40787030621577014
MCNICOLL AVE AT WARDEN AVE (PX 1287),Major Arterial,No Control,7,22704.428571428572,0.015,11,0.5119300879854504
ISLINGTON AVE AT THE KINGSWAY (PX 708),Major Arterial,No Control,3,18203.0,0.015,11,0.2736537960673076
COMBERMERE DR AT VICTORIA PARK AVE (PX 2344),Major Arterial,No Control,18,20136.0,0.015,11,1.484302756201788
EAST DR AT JANE ST & OUTLOOK AVE (PX 526),Major Arterial,Traffic Signal,3,15421.0,0.015,11,0.3230218565471241
APEX RD AT GOOD SHEPHERD CRT & LAWRENCE AVE(PX 1707),Major Arterial,Traffic Signal,2,15458.0,0.015,11,0.21483245136555829
DANFORTH AVE AT DAWES RD,Major Arterial,No Control,3,12259.0,0.015,11,0.4063398360235909
WILLIAM CRAGG DR AT WILSON AVE (PX 2372),Major Arterial,No Control,2,14968.0,0.015,11,0.22186531488567612
ARROW RD & SIGNET DR AT FINCH AVE W (PX 810),Major Arterial,No Control,15,31914.0,0.015,11,0.7804286598065427
HALFWAY AVE AT MORNINGSIDE AVE,Minor Arterial,No Control,8,9737.0,0.015,11,1.3642312963782688
ELLESMERE RD AT HELICON GT & SCARBOROUGH GOLF CLUB RD,Major Arterial,Traffic Signal,3,13185.0,0.015,11,0.37780205155959046
FINCH AVE AT TALBOT RD (PX 1206),Major Arterial,No Control,2,16972.0,0.015,11,0.19566816127791659
MARCELLA ST AT SCARBOROUGH GOLF CLUB RD (PX 2228),Local,Stop Sign,6,5375.0,0.015,11,1.8535144371397956
LAKE SHORE BLVD W AT LONG BRANCH AVE (PX 240),Major Arterial,No Control,3,10930.666666666666,0.015,11,0.4557196922859113
CONLINS RD & SHEPPARD AVE E,Collector,No Control,3,12823.0,0.015,11,0.3884676011708025
NEWCASTLE ST AT ROYAL YORK RD,Minor Arterial,Traffic Signal,2,8258.0,0.015,11,0.40214095824761453
BATHURST ST AT FORT YORK BLVD (PX 1919),Major Arterial,Traffic Signal,14,12745.285714285714,0.015,11,1.8239026376949596
BAY ST AT WELLINGTON ST (PX 60),Major Arterial,Traffic Signal,14,15505.857142857143,0.015,11,1.4991857604705248
FINCH AVE AT PELICAN GT,Major Arterial,No Control,2,27997.0,0.015,11,0.11861556713965071
MCNICOLL AVE AT MIDDLEFIELD RD (PX 1582),Minor Arterial,No Control,6,16372.666666666666,0.015,11,0.608492208536162
GLENHURST AVE AT OAKWOOD AVE,Minor Arterial,No Control,2,7879.0,0.015,11,0.42148496423515674
LONSDALE RD AT ORIOLE PKWY,Major Arterial,No Control,2,613.0,0.015,11,5.417422566409137
BROCK AVE AT DUNDAS ST W,Minor Arterial,Traffic Signal,4,9166.5,0.015,11,0.7245688175876943
BEACONSFIELD AVE AT QUEEN ST W,Major Arterial,No Control,3,11352.0,0.015,11,0.43880550121680767
KEELE ST AT TILBURY DR (PX 598),Major Arterial,Traffic Signal,3,20262.0,0.015,11,0.2458454273918271
FERNCREST GT AT  VICTORIA PARK AV & VAN HORNE AV (PX 994),Collector,Stop Sign,4,18317.0,0.015,11,0.3626008662126768
BATHURST ST AT NIAGARA ST (PX 2363),Major Arterial,Traffic Signal,11,11872.90909090909,0.015,11,1.5383626744546979
NORTH QUEEN ST AT THE QUEENSWAY (PX 917),Major Arterial,Traffic Signal,7,26126.0,0.015,11,0.4448855590687744
ELLESMERE RD AT PRINCIPAL RD,Major Arterial,Traffic Signal,5,20900.0,0.015,11,0.39723445373311006
JAMES FINLAY WAY AT WILSON AVE (PX 2281),Major Arterial,Traffic Signal,3,18971.0,0.015,11,0.26257551261468565
HUNTINGWOOD DR & OLD SHEPPARD AVE AT VICTORIA PARK AVE (PX 1085),Major Arterial,No Control,9,12871.666666666666,0.015,11,1.1609965155592077
BYWOOD DR AT KIPLING AVE,Major Arterial,No Control,2,12598.0,0.015,11,0.26360374926248614
MASSIE ST AT SHEPPARD AVE E,Major Arterial,No Control,4,12533.0,0.015,11,0.5299417590694646
HORNER AVE AT THIRTIETH ST (PX 1018),Minor Arterial,Traffic Signal,7,7202.0,0.015,11,1.6138683860359349
BATHURST ST AT BAYCREST AVE (PX 981),Major Arterial,Stop Sign,6,18660.0,0.015,11,0.5339035423165274
STRATHMORE BLVD AT WOODBINE AVE,Major Arterial,No Control,2,8148.0,0.015,11,0.40756995989307815
GOODWILL AVE AT WILSON HEIGHTS BLVD,None,No Control,2,7939.0,0.015,11,0.41829953812933623
FINCH AVE E AT SCOTTFIELD DR & TIFFIELD RD,Local,No Control,3,12474.0,0.015,11,0.39933622332958163
LAWRENCE AVE W AT MARLEE AVE,Major Arterial,Traffic Signal,8,19931.0,0.015,11,0.666475346587487
QUEEN ST W AT STRACHAN AVE,Major Arterial,Traffic Signal,2,11443.0,0.015,11,0.2902106120081098
ADELAIDE ST W AT TECUMSETH ST,Collector,No Control,2,4111.0,0.015,11,0.8078034622254441
DUNDAS ST AT POPLAR AVE & SUBWAY CRES (PX 779),Major Arterial,Traffic Signal,2,24572.0,0.015,11,0.13514895137590757
FALLINGBROOK RD AT KINGSTON RD,Major Arterial,Traffic Signal,5,12981.0,0.015,11,0.6395655252308761
BURNHAMTHORPE RD AT THE EAST MALL (PX 948),Major Arterial,Traffic Signal,8,23677.25,0.015,11,0.5610246178435081
DELAWARE AVE N AT GEARY AVE,Major Arterial,No Control,3,1630.0,0.015,11,3.0560245704375464
DEARHAM WOOD AT GALLOWAY RD,Collector,Stop Sign,2,1729.0,0.015,11,1.9206940620062467
KIPLING AVE AT NORSEMAN ST (PX 725),Major Arterial,Traffic Signal,2,20242.0,0.015,11,0.16405888910230218
DUFFERIN ST AT MILLICENT ST,Major Arterial,No Control,2,10002.0,0.015,11,0.33202159900107986
BLOOR ST E AT CHURCH ST,Major Arterial,Traffic Signal,5,16976.8,0.015,11,0.4890320957437209
FINCH AVE AT ROMFIELD LANE (PX 1061),Local,Stop Sign,3,9679.0,0.015,11,0.5146523452643041
INNISWOOD DR AT PHARMACY AVE (PX 1411),Minor Arterial,No Control,2,12023.0,0.015,11,0.2762105991190884
BARRYMORE D AT DANFORTH RD (PX 2310),Major Arterial,No Control,6,13141.0,0.015,11,0.7581340917454077
KENNEDY RD AT NORCAP AVE (PX 1684),Major Arterial,No Control,2,18509.0,0.015,11,0.17941974354145554
KINGSTON RD AT PORT UNION RD & SHEPPARD AVE E,Major Arterial,Traffic Signal,5,24636.8,0.015,11,0.33698370255154897
DANFORTH AVE AT MONARCH PARK AVE (PX 944),Major Arterial,No Control,2,12113.0,0.015,11,0.274158345018476
JANE ST AT TROUTBROOKE DR (PX 2284),Major Arterial,Traffic Signal,3,14619.0,0.015,11,0.34074287227670846
FRONT ST W AT UNIVERSITY AVE & YORK ST (PX 75),Minor Arterial,Stop Sign,2,19235.0,0.015,11,0.17264777921543023
BATHURST ST AT FINCH AVE W (PX 675),Major Arterial,Traffic Signal,5,35911.0,0.015,11,0.2311882176219543
ALBION RD AT MARTIN GROVE RD (PX 791),Major Arterial,No Control,6,24269.0,0.015,11,0.41050888374578276
ISLINGTON AVE AT MONOGRAM PL (PX 1609),Major Arterial,Traffic Signal,3,20404.0,0.015,11,0.24413448587596553
DUNDAS ST W AT DUPONT ST,Minor Arterial,No Control,1,11571.0,0.015,11,0.1435001310694322
BATHURST ST AT COCKSFIELD AVE,Major Arterial,No Control,3,16347.0,0.015,11,0.3047238055798129
AVENUE RD AT CHAPLIN CRES (PX 116),Major Arterial,Traffic Signal,5,15375.8,0.015,11,0.5399523981205532
COLBORNE LODGE DR AT THE QUEENSWAY (PX 560),Major Arterial,No Control,2,14599.0,0.015,11,0.2274731168716214
BAYVIEW AVE AT POTTERY RD (PX 1379),None,No Control,5,21380.0,0.015,11,0.3883161872320861
BATHURST ST AT EGLINTON AVE (PX 100),Major Arterial,Traffic Signal,6,20569.0,0.015,11,0.4843521853092713
BLACK CREEK DR S TCS AT JANE ST (PX 235),Major Arterial,Traffic Signal,2,23713.0,0.015,11,0.14004470261918783
ADELAIDE ST AT JOHN ST (PX 1090),Major Arterial,Traffic Signal,2,14085.0,0.015,11,0.23577423025976574
DAWES RD AT SECORD AVE,Minor Arterial,Traffic Signal,2,6438.0,0.015,11,0.515824795465797
GRENADIER RD AT RONCESVALLES AVE,Minor Arterial,No Control,2,5467.0,0.015,11,0.607441015768941
SHEPPARD AVE E AT VANDORF ST,Minor Arterial,No Control,2,6204.0,0.015,11,0.5352804695694391
STEELES AVE E AT WAGGONERS WELLS LANE,Major Arterial,No Control,6,18595.666666666668,0.015,11,0.5357506282624841
JANE ST AT SHERIDAN MALL (PX 1472),Major Arterial,No Control,2,17573.0,0.015,11,0.18897627230460368
GENTHORN AVE AT KIPLING AVE (PX 1797),Major Arterial,Traffic Signal,5,8901.0,0.015,11,0.9327266692531178
BAYVIEW AVE AT BROADWAY AVE (PX 179),Major Arterial,Traffic Signal,3,18664.0,0.015,11,0.26689455903414067
GEARY AVE AT OSSINGTON AVE,Minor Arterial,No Control,4,6735.0,0.015,11,0.9861559118660135
MARKHAM RD AT NASHDENE RD (PX 1620),Major Arterial,Traffic Signal,7,22035.0,0.015,11,0.5274826465273792
PALMDALE DR AT SHEPPARD AVE E,Major Arterial,No Control,2,15438.0,0.015,11,0.2151107677943257
KIPLING AVE AT THE QUEENSWAY (PX 568),Major Arterial,No Control,3,33014.0,0.015,11,0.1508850805662204
BROWNS LINE AT LAKE SHORE BLVD (PX 242),Major Arterial,No Control,2,13121.5,0.015,11,0.25308692094720886
OAKWOOD AVE AT VAUGHAN RD (PX 803),Minor Arterial,Traffic Signal,6,12032.0,0.015,11,0.8280119763652262
OLD FINCH AVE AT RESSOR RD,Collector,No Control,1,3080.0,0.015,11,0.5391039014949351
DANFORTH AVE AT PHARMACY AVE (PX 356),Major Arterial,Traffic Signal,5,15173.2,0.015,11,0.5471621070718108
BREMNER BLVD AT SPADINA AVE & FORT YORK BLVD,Minor Arterial,No Control,10,19625.0,0.015,11,0.8460840848939619
ROYAL YORK RD AT THE QUEENSWAY,Major Arterial,Traffic Signal,9,21425.444444444445,0.015,11,0.697486588350074
BATHURST ST AT RANEE AVE (PX 316),Major Arterial,No Control,2,12645.0,0.015,11,0.2626239646665718
BAMBURGH CIR S AT WARDEN AVE (PX 722),Collector,No Control,9,12797.888888888889,0.015,11,1.1676894743486899
OSSINGTON AVE AT PENDRITH ST,Minor Arterial,No Control,2,6748.0,0.015,11,0.4921280428584471
BROWNS LINE AT WOODBURY RD (PX 2477),Major Arterial,Pedestrian Crossover,3,12410.0,0.015,11,0.4013956526843836
BOTHAM RD AT STUART AVE & STUART CRES,Collector,Stop Sign,2,542.0,0.015,11,6.127084932119558
COLLEGE ST AT OSSINGTON AVE (PX 829),Minor Arterial,No Control,6,13339.666666666666,0.015,11,0.7468432569249409
HIGHWAY 27 AT HUMBER COLLEGE BLVD (PX 1162),Major Arterial,No Control,8,24724.125,0.015,11,0.5372695750743535
CHEROKEE BLVD AT FINCH AVE E,Major Arterial,No Control,8,18691.0,0.015,11,0.71069071386417
BESTVIEW DR AT STEELES AVE E,Major Arterial,No Control,7,21884.0,0.015,11,0.5311222864298484
ISLINGTON AVE AT AVIEMORE DR (PX 2586),Local,No Control,4,13147.0,0.015,11,0.5051920640767933
BAMBURGH CIR N AT WARDEN AVE (PX 1490),Major Arterial,Traffic Signal,4,14977.0,0.015,11,0.4434639825343928
CARNFORTH RD AT LAWRENCE AVE E,Major Arterial,Traffic Signal,5,25522.0,0.015,11,0.3252958264643054
COLBECK ST AT JANE ST,Major Arterial,Pedestrian Crossover,2,9166.0,0.015,11,0.36230417119886543
DANFORTH RD AT KENNEDY RD (PX 375),Minor Arterial,No Control,4,9927.0,0.015,11,0.6690601457054096
PORTLAND ST AT RICHMOND ST W (PX 1097),Major Arterial,No Control,2,6506.0,0.015,11,0.5104334511541347
ALBANY AVE AT BLOOR ST W AND LIPPINCOTT ST,Major Arterial,Stop Sign,4,9530.0,0.015,11,0.6969318013030011
BONESET RD AT SHEPPARD AVE E,Major Arterial,No Control,2,16280.0,0.015,11,0.20398526002511058
CAPRI RD AT THE EAST MALL (PX 2523),Minor Arterial,No Control,3,4941.0,0.015,11,1.0081603015205831
ISABELLA ST AT SHERBOURNE ST (PX 1391),Collector,No Control,3,10123.0,0.015,11,0.4920794280167145
REXDALE BLVD AT 71 REXDALE BLVD,Major Arterial,No Control,2,10599.0,0.015,11,0.31332012767325224
QUEEN ST W AT PALMERSTON AVE & TECUMSETH ST,Major Arterial,Traffic Signal,2,12519.0,0.015,11,0.2652671965179967
ELLESMERE RD AT WARDEN AVE,Major Arterial,Traffic Signal,7,38567.0,0.015,11,0.3013737162919284
GATEFORTH DR AT SHEPPARD AVE E,Major Arterial,Traffic Signal,6,10406.0,0.015,11,0.9573938208366712
OLD WESTON RD AT ROCKWELL AVE (PX 2562),Collector,No Control,3,7321.0,0.015,11,0.6804152506233029
CUMMER AVE AT WILLOWDALE AVE (PX 806),Minor Arterial,Traffic Signal,4,14020.0,0.015,11,0.4737346695019687
MIDLAND AVE AT SHEPPARD AVE E,Major Arterial,Traffic Signal,8,26092.5,0.015,11,0.5090934227396838
THE WEST MALL AT WESTSIDE DR,Minor Arterial,No Control,3,8111.0,0.015,11,0.6141437615353471
ROYAL YORK RD AT HUMBERTOWN PLAZA,Minor Arterial,No Control,9,13455.666666666666,0.015,11,1.1106071902375407
KEELE ST AT STEELES AVE W,Major Arterial,Traffic Signal,17,38540.94117647059,0.015,11,0.7324024639934793
HIGHWAY 401 N TCS AT VICTORIA PARK AVE (PX 758),Major Arterial,No Control,2,27582.0,0.015,11,0.12040026224381122
KENDAL AVE AT SPADINA RD,Minor Arterial,No Control,3,7901.0,0.015,11,0.6304670357946084
BIRCHMOUNT RD AT DANFORTH AVE (PX 359),Minor Arterial,No Control,6,9977.333333333334,0.015,11,0.9985273385967928
FOLKES ST AT JANE ST,Major Arterial,No Control,3,7145.0,0.015,11,0.6971756542775648
FINCH AVE AT PICKERING TOWN LINE,Local,Stop Sign,2,1307.0,0.015,11,2.5408416474436115
COMMONS DR AT SHEPPARD AVE E,Major Arterial,No Control,2,16537.0,0.015,11,0.20081514381138058
BAY ST AT 12M N OF HAGERMAN (PX 1478),Major Arterial,Traffic Signal,3,9742.0,0.015,11,0.511324168529378
SHEPPARD AVE E AT AMBROSE RD & PROVOST DR (PX 1014),Major Arterial,Traffic Signal,8,24702.25,0.015,11,0.5377453524612211
CODSELL AVE AT WILSON HEIGHTS BLVD,Collector,Stop Sign,2,7871.0,0.015,11,0.4219133570332614
COMBE AVE AT WILMINGTON AVE,Minor Arterial,Stop Sign,2,4959.0,0.015,11,0.6696672783240171
INDIAN VALLEY CRES AT PARKSIDE DR (PX 1805),Major Arterial,Traffic Signal,7,15040.0,0.015,11,0.7728111779408777
LAKE SHORE BLVD AT THIRTIETH ST (PX 239),Major Arterial,No Control,6,11264.0,0.015,11,0.884467338390128
HUMBERVIEW RD AT JANE ST,Major Arterial,No Control,4,9814.0,0.015,11,0.6767638135742409
JANE ST AT SHOREHAM DR (PX 967),Major Arterial,No Control,8,14864.5,0.015,11,0.8936405619317974
DUNDAS ST W AT SHAVER AVE & SHORNCLIFFE RD (PX 778),Major Arterial,Traffic Controller,2,22555.0,0.015,11,0.147234760949182
GUILDCREST DR AT KINGSTON RD & SAUNDERS RD,Major Arterial,No Control,4,24324.0,0.015,11,0.27305377678085846
CARTWRIGHT AVE AT DUFFERIN ST,Major Arterial,No Control,3,24327.0,0.015,11,0.20476507788930823
LESLIE ST AT TANGLE BRIARWAY & VAN HORNE AVE (PX 1012),Major Arterial,Traffic Signal,2,13526.0,0.015,11,0.2455182635819016
FRASER AVE AT KING ST W,Major Arterial,Streetcar (Stop for),2,7044.0,0.015,11,0.47144804560034076
JANE ST AT WRIGHT AVE (PX 2290),Major Arterial,No Control,3,16646.0,0.015,11,0.2992502733277184
MCCOWAN RD AT MCNICOLL AVE,Major Arterial,Traffic Signal,7,22232.0,0.015,11,0.5228085694598238
CANNING AVE AT PAPE AVE,Major Arterial,No Control,2,7828.0,0.015,11,0.4242309700062341
ELLESMERE RD AT MORNINGSIDE AVE,Major Arterial,No Control,3,17066.0,0.015,11,0.2918856234509083
PARKSIDE DR AT SPRING RD (PX 1806),Major Arterial,Traffic Signal,10,13579.6,0.015,11,1.2227458957586381
DON MILLS RD AT GEORGE HENRY BLVD,Major Arterial,Traffic Signal,2,19142.0,0.015,11,0.17348657576056842
HICKORY TREE RD AT LAWRENCE AVE & LITTLE AVE (PX 500),Major Arterial,Traffic Signal,5,13630.0,0.015,11,0.6091122584755687
CARLTON ST AT JARVIS ST,Major Arterial,Traffic Signal,7,16638.285714285714,0.015,11,0.6985743793455336
CROATIA ST AT DUFFERIN ST,Major Arterial,Stop Sign,5,10814.0,0.015,11,0.7677270282062143
ALBION RD AT SILVERSTONE DR (PX 1156),Major Arterial,No Control,3,15275.333333333334,0.015,11,0.3261022159786934
HANNA RD AT MILLWOOD RD,Collector,No Control,2,5063.0,0.015,11,0.6559115214712227
HARBORD ST AT OSSINGTON AVE (PX 836),Minor Arterial,No Control,2,10397.0,0.015,11,0.31940752459447924
QUEENS PARK CR E AT WELLESLEY ST W (PX 84),Major Arterial,Traffic Signal,2,17026.0,0.015,11,0.19504757624860805
YONGE BLVD AT YONGE ST (PX 58),Major Arterial,Traffic Controller,2,24649.0,0.015,11,0.1347267651105035
MAXWELL ST AT WATERLOO AVE,Local,Stop Sign,2,714.0,0.015,11,4.651092483485716
GERRARD ST E AT HANNAFORD ST & WILLIAM HANCOX AVE,Minor Arterial,No Control,2,11092.0,0.015,11,0.2993941609456185
COSBURN AVE AT DONLANDS AVE (PX 668),Minor Arterial,No Control,2,12468.0,0.015,11,0.2663522644537055
BIRCHMOUNT RD AT SANWOOD BLVD & WINTERMUTE BLVD (PX 1504),Major Arterial,No Control,2,11423.0,0.015,11,0.2907187282858094
BLOOR ST AT BRUNSWICK AVE (PX 509),Major Arterial,Traffic Signal,2,9016.0,0.015,11,0.3683318581642414
BRITISH COLUMBIA RD AT LAKE SHORE BLVD (PX 1344),Major Arterial,Traffic Signal,4,30950.0,0.015,11,0.21459644802641684
BROADVIEW AVE AT FULTON AVE,Minor Arterial,No Control,2,9883.0,0.015,11,0.3360194306595974
EAST DR AT SCARLETT RD (PX 782),Minor Arterial,Traffic Signal,2,10746.0,0.015,11,0.30903406227515356
ROCKCLIFFE BLVD AT ROCKCLIFFE CRT,Collector,No Control,7,4732.0,0.015,11,2.4562722139118343
PATRICIA AVE AT YONGE ST (PX 856),Major Arterial,No Control,6,22077.0,0.015,11,0.4512678398163882
BURNHAMTHORPE RD AT OLD BURNHAMTHORPE RD & SATURN RD (PX 975),Major Arterial,Traffic Signal,2,18981.0,0.015,11,0.1749581177603288
BIRCHMOUNT RD AT ZENITH DR,Minor Arterial,No Control,6,7052.0,0.015,11,1.4127396624541126
CALEDONIA RD AT ROGERS RD (PX 800),Minor Arterial,No Control,7,17246.0,0.015,11,0.6739580259904211
DAVENPORT RD AT DOVERCOURT RD (PX 2497),Minor Arterial,No Control,2,12465.0,0.015,11,0.2664163684884717
BRIMLEY RD AT CHILLERY AVE (PX 1704),Major Arterial,Stop Sign,2,10557.0,0.015,11,0.31456664139516916
SEWELLS RD AT STEELES AVE E,Minor Arterial,Stop Sign,17,8193.0,0.015,11,3.445316768250312
ANCASTER RD AT WILSON AVE (PX 1667),Local,No Control,3,14652.0,0.015,11,0.3399754333751843
CHURCH ST AT PARK RD (PX 165),Major Arterial,Traffic Signal,2,11309.0,0.015,11,0.29364930879908047
DRIFTWOOD AVE AT YORKWOODS GATE,Collector,Stop Sign,3,3584.0,0.015,11,1.3898772460416298
JACKMAN AVE AT MORTIMER AVE,Minor Arterial,No Control,2,6414.0,0.015,11,0.5177549163094481
JARVIS ST AT RICHMOND ST E,Major Arterial,Traffic Signal,7,19393.571428571428,0.015,11,0.5993264396421171
KIPLING AVE AT NEW TORONTO ST (PX 1322),Major Arterial,No Control,2,10860.0,0.015,11,0.30579005830651934
